ID,_START_YEAR,_START_MONTH,_START_DAY,_START_HOUR,_START_MINUTE,_END_YEAR,_END_MONTH,_END_DAY,_END_HOUR,_END_MINUTE,_Type,_ITEM_ID1,_ITEM_NAME1,_ITEM_ID2,_ITEM_NAME2,_ITEM_ID3,_ITEM_NAME3,_ITEM_ID4,_ITEM_NAME4,_ITEM_ID5,_ITEM_NAME5,_ITEM_ID6,_ITEM_NAME6,_ITEM_ID7,_ITEM_NAME7,_ITEM_ID8,_ITEM_NAME8,_ITEM_ID9,_ITEM_NAME9,_ITEM_ID10,_ITEM_NAME10,_ITEM_ID11,_ITEM_NAME11,_ITEM_ID12,_ITEM_NAME12,_ITEM_ID13,_ITEM_NAME13,_ITEM_ID14,_ITEM_NAME14,_ITEM_ID15,_ITEM_NAME15
1,2021,1,1,1,1,2021,12,31,23,59,1,190147211,[活動] 嗨起來☆派對包,190147212,[活動] ６週年超☆券,190147215,[活動] ６週年超☆套組,1300001345,[活動] ６週年超☆頂級箱,1300001393,[活動] 石送傳野視拓開,1300001394,[活動] 摩斯密碼密件,1300001341,[活動] 副本證明,1300001395,[活動] 調查報告,1300001396,[活動] 御風引者副本禮包,1300001397,[活動] 喚雨淨使副本禮包,190147577,[活動] 風之副本增益膠囊,190147621,[活動] 雨之副本增益膠囊,190147578,[活動] 風之副本增益膠囊,190147622,[活動] 雨之副本增益膠囊,0,
2,2021,1,1,1,1,2021,12,31,23,59,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3,2021,1,1,1,1,2021,12,31,23,59,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
4,2021,1,1,1,1,2021,12,31,23,59,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
5,2021,1,1,1,1,2021,12,31,23,59,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
6,2021,1,1,1,1,2021,12,31,23,59,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
7,2021,1,1,1,1,2021,12,31,23,59,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
8,2021,1,1,1,1,2021,12,31,23,59,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
9,2021,1,1,1,1,2021,12,31,23,59,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
10,2021,1,1,1,1,2021,12,31,23,59,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
11,2021,1,1,1,1,2021,12,31,23,59,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
12,2021,1,1,1,1,2021,12,31,23,59,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
13,2021,1,1,1,1,2021,12,31,23,59,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
